Sublanço,Hora,Probabilidade incidência
Sandim - Argoncilhe,9,0.024657534
A2/A6/A13 - Pegões,10,0.010958904
A1/A10 - Carregado,8,0.024657534
Paredes - Guilhufe,14,0.04109589
A10/A1 - Benavente,15,0.024657534
EN 201 - Ponte de Lima Sul,14,0.035616438
Porto(VCI) - N12,8,0.032876712
Porto(VCI) - N12,14,0.032876712
São João da Talha - Sta Iria da Azóia,12,0.024657534
Hospital - Casas Velhas (Universidade),11,0.021917808
Paredes - Guilhufe,8,0.038356164
Montijo (A12/A33) - Pinhal Novo,14,0.038356164
A12/A2 - Setúbal,9,0.038356164
Montemor-o-Novo Nascente - Évora Poente,11,0.04109589
A8/A9 - Bucelas (Zambujal),16,0.032876712
N12 - Águas Santas (A3/A4),23,0.04109589
Sandim - Argoncilhe,17,0.019178082
Porto(VCI) - N12,21,0.04109589
Borba - Elvas Poente,23,0.02739726
Grândola Sul - Aljustrel,21,0.049315068
Montijo - A33/A12,16,0.019178082
Gandra - A4/A41,18,0.019178082
Queluz - A9/A16,22,0.032876712
A33/A12 - Alcochete,17,0.019178082
Guetim - Espinho,20,0.019178082
EN 227 - Feira/Mansores,19,0.019178082
Alvide - Cascais,9,0.02739726
Linda-a-Velha - Estádio Nacional,1,0.02739726
Miraflores (A5/IC17) - Linda-a-Velha,6,0.02739726
Penalva - Moita,23,0.019178082
Gandra - A4/A41,19,0.019178082
Braga Sul - Braga Oeste,18,0.04109589
Feiteira - Carvalhos,6,0.021917808
Almodôvar - S.B. Messines,6,0.035616438
Guilhufe - Penafiel,0,0.021917808
Carvalhos - Jaca,6,0.021917808
Gandra - A4/A41,7,0.01369863
Tocha - Mira Nó,9,0.02739726
Borba - Elvas Poente,13,0.021917808
Braga Sul - Braga Oeste,14,0.032876712
EN 335 - Ançã,15,0.02739726
Sarilhos - Montijo,12,0.021917808
Queimada - Belverde,11,0.021917808
Grândola Norte - Grândola Sul,9,0.060273973
Guilhufe - Penafiel,8,0.032876712
Estádio Nacional - Queluz,13,0.035616438
Porto(VCI) - N12,12,0.030136986
Braga Sul - Braga Oeste,10,0.030136986
EN 201 - Ponte de Lima Sul,21,0.04109589
Radial de Odivelas - A8/A9,17,0.030136986
Pinhal Novo - A12/A2,20,0.035616438
S.B. Messines - Paderne (A22),18,0.087671233
A8/A9 - Bucelas (Zambujal),19,0.030136986
Montemor-o-Velho - EN 335,17,0.024657534
EN 227 - Feira/Mansores,16,0.019178082
Miraflores (A5/IC17) - Linda-a-Velha,7,0.02739726
EN 201 - Ponte de Lima Sul,23,0.038356164
EN 201 - Ponte de Lima Sul,20,0.038356164
Benavente - A10/A13,16,0.024657534
Castro Verde - Almodôvar,1,0.030136986
Estoril - Alcabideche (A5/A16),16,0.02739726
Baltar - Paredes,2,0.021917808
Queimada - Belverde,14,0.021917808
Pinhal Novo - A12/A2,12,0.032876712
Gandra - A4/A41,12,0.024657534
A1/A10 - Carregado,10,0.021917808
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),10,0.021917808
Grândola Sul - Aljustrel,10,0.057534247
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),11,0.021917808
EN 303 - Valença,8,0.030136986
Hospital - Casas Velhas (Universidade),13,0.021917808
A1/A10 - Carregado,12,0.021917808
Braga Sul - Braga Oeste,11,0.02739726
Palhais - Queimada,9,0.019178082
Paredes - Guilhufe,12,0.030136986
Gandra - A4/A41,10,0.024657534
Braga Sul - Braga Oeste,15,0.024657534
Paredes - Guilhufe,13,0.02739726
EN 303 - Valença,19,0.038356164
Radial de Odivelas - A8/A9,21,0.030136986
Leiria Norte - Monte Real,19,0.024657534
Monte Redondo - Guia,19,0.024657534
Feiteira - Carvalhos,22,0.032876712
ZIC - Aguiar de Sousa,21,0.019178082
Coina - Penalva,16,0.019178082
Olival - A32/A1,21,0.019178082
Elvas Poente - EN 246,16,0.024657534
Guia - Louriçal,19,0.021917808
Estoril - Alcabideche (A5/A16),1,0.02739726
Cartaxo - Santarém,2,0.021917808
Cruz - Braga Sul,6,0.019178082
Santo Tirso - Famalicão,5,0.016438356
Pinhal Novo - A12/A2,0,0.024657534
Bucelas (Zambujal) - A9/A10,4,0.008219178
Aljustrel - Castro Verde,1,0.030136986
Cartaxo - Santarém,0,0.021917808
Guia - Louriçal,0,0.01369863
Braga Sul - Celeirós,13,0.021917808
Paredes - Guilhufe,9,0.02739726
ZIC - Aguiar de Sousa,9,0.024657534
Louriçal - Marinha Ondas,12,0.02739726
Leiria Norte - Monte Real,10,0.02739726
Miraflores (A5/IC17) - Linda-a-Velha,2,0.024657534
Feira/Mansores - Gião/Louredo,14,0.024657534
Guilhufe - Penafiel,13,0.02739726
Hospital - Casas Velhas (Universidade),8,0.019178082
Mira Nó - Mira PV(limite concessão),10,0.024657534
EN 303 - Valença,10,0.021917808
Oeiras - Carcavelos,1,0.024657534
EN 335 - Ançã,12,0.024657534
Braga Sul - Braga Oeste,12,0.021917808
Estoril - Alcabideche (A5/A16),19,0.024657534
Monsanto - Miraflores (A5/IC17),0,0.024657534
Estremoz - Borba,15,0.021917808
Hospital - Casas Velhas (Universidade),9,0.019178082
Ançã - Coimbra Norte (A14/A1),9,0.024657534
Gens - A41/A43,17,0.019178082
Coina com EN10 - Penalva,19,0.019178082
A2/A6/A13 - Vendas Novas,22,0.038356164
A4/A41 - Baltar,23,0.021917808
Sta Iria da Azóia - Alverca (A1/A9),5,0.021917808
Almada (IC20/A2) - Hospital,0,0.01369863
Porto(VCI) - N12,2,0.016438356
A8/A17 - Leiria Norte,6,0.01369863
Almada - Fogueteiro,3,0.021917808
A2/A12 - Marateca,6,0.019178082
Estremoz - Borba,1,0.010958904
Gondomar - Gens,7,0.01369863
Viaduto Duarte Pacheco - Cruz das Oliveiras,6,0.024657534
Cruzamento do Hospital (semáforos) - Rotunda do Lavradio (semáforos),11,0.019178082
Laranjeiras - Coina com EN10 ,10,0.019178082
Feira/Mansores - Gião/Louredo,12,0.024657534
Grândola Norte - Grândola Sul,8,0.054794521
Arruda dos Vinhos - A10/A1,14,0.021917808
Aguiar de Sousa - A41/A43,14,0.024657534
Jaca - Santo Ovídio,8,0.057534247
Paredes - Guilhufe,11,0.024657534
Jaca - Santo Ovídio,14,0.046575342
Ançã - Coimbra Norte (A14/A1),10,0.024657534
Paredes - Guilhufe,15,0.024657534
Louriçal - Marinha Ondas,13,0.024657534
Oeiras - Carcavelos,3,0.024657534
Sandim - Argoncilhe,13,0.024657534
A32/A41 - Olival,14,0.024657534
PLLN - A1/A10,14,0.021917808
EN 303 - Valença,12,0.021917808
Amarante Poente - Amarante Nascente,10,0.024657534
A41/A43 - Medas,21,0.019178082
Vila Franca de Xira II - Vila Franca de Xira I,23,0.021917808
Queimada - Belverde,18,0.019178082
A10/A9 - Arruda dos Vinhos,23,0.021917808
Coimbra Sul - Coimbra Norte (A1/A14),16,0.043835616
Monte Redondo - Guia,17,0.021917808
Monsanto - Miraflores (A5/IC17),23,0.024657534
A1/A10 - Carregado,16,0.021917808
Bucelas (Zambujal) - A9/A10,20,0.02739726
Palmela - A2/A12,19,0.032876712
Canedo - A32/A41,21,0.019178082
Marateca - A2/A6/A13,17,0.035616438
EN 201 - Ponte de Lima Sul,19,0.038356164
A2/A6/A13 - Alcácer do Sal,1,0.030136986
Aveiras de Cima - Cartaxo,0,0.021917808
Santa Eulália - Montemor-o-Velho,1,0.01369863
Montijo (A12/A33) - Pinhal Novo,2,0.019178082
Coimbra Norte (A1/A14) - Mealhada,5,0.02739726
Vila Franca de Xira II - Vila Franca de Xira I,1,0.021917808
Coina - Penalva,7,0.010958904
Águas Santas (A3/A4) - Maia,5,0.016438356
A4/A41 - Baltar,1,0.021917808
Lazarim - Botequim,4,0.010958904
A2/A6/A13 - Pegões,8,0.035616438
Gens - A41/A43,13,0.021917808
Moita - Sarilhos,9,0.019178082
Medas - A32/A41,8,0.021917808
Coina com EN10 - Penalva,10,0.019178082
A12/A2 - Setúbal,15,0.032876712
Bucelas (Zambujal) - A9/A10,12,0.035616438
Montijo (A12/A33) - Pinhal Novo,11,0.032876712
Aljustrel - Castro Verde,12,0.068493151
Bucelas (Zambujal) - A9/A10,8,0.032876712
A17/14 Figueira da Foz - Quiaios,12,0.024657534
Laranjeiras - Coina com EN10 ,21,0.019178082
Évora Nascente - Estremoz,21,0.024657534
Alcabideche (A5/A16) - Alvide,18,0.021917808
A17/14 Figueira da Foz - Quiaios,19,0.021917808
ZIC - Aguiar de Sousa,20,0.019178082
Amarante Nascente - Geraldes,17,0.002739726
Amarante Nascente - Geraldes,18,0.008219178
Nogueira - A41/A1,17,0.016438356
Gens - A41/A43,19,0.016438356
Jaca - Santo Ovídio,22,0.030136986
Famalicão - Cruz,22,0.035616438
Braga Oeste - EN 201,20,0.035616438
Castro Verde - Almodôvar,22,0.04109589
Santa Eulália - Montemor-o-Velho,17,0.021917808
Carcavelos - Estoril,4,0.021917808
Águas Santas (A4/A3) - Ermesinde,3,0.019178082
Hospital - Casas Velhas (Universidade),7,0.010958904
Coimbra Norte (A1/A14) - Mealhada,4,0.024657534
Quiaios - Tocha,3,0.01369863
Aveiras de Cima - Cartaxo,2,0.021917808
Canedo - A32/A41,1,0.01369863
Vendas Novas - Montemor-o-Novo Poente,4,0.010958904
Vila Franca de Xira I - PLLN,4,0.019178082
Radial da Pontinha - Radial de Odivelas,4,0.010958904
Ermesinde - Valongo,6,0.019178082
A33/A12 - Alcochete,11,0.019178082
Marateca - A2/A6/A13,14,0.052054795
Gandra - A4/A41,9,0.021917808
Laranjeiras - Coina com EN10 ,14,0.019178082
Vendas Novas - Montemor-o-Novo Poente,8,0.032876712
Elvas Poente - EN 246,19,0.024657534
A41/A42 - Gandra,21,0.016438356
A12/A2 - Setúbal,20,0.032876712
Monte Real - Monte Redondo,16,0.021917808
Paredes - Guilhufe,19,0.035616438
A1/A10 - Carregado,17,0.021917808
Salvaterra de Magos - EN118,22,0.030136986
Penalva - Stº Antonio da Charneca,19,0.019178082
São João da Talha - Sta Iria da Azóia,20,0.021917808
Coimbra Sul - Coimbra Norte (A1/A14),22,0.038356164
A2/A12 - Marateca,4,0.019178082
Marinha Ondas - A17/14 Figueira da Foz,2,0.01369863
Coimbra Norte (A1/A14) - Mealhada,2,0.024657534
Alcácer do Sal - Grândola Norte,1,0.02739726
Mealhada - Aveiro Sul,4,0.021917808
A14/A17 - Santa Eulália,6,0.01369863
Monsanto - Miraflores (A5/IC17),21,0.021917808
Feira - Espinho (IC24),3,0.021917808
Casas Velhas (Universidade) - Funchalinho,0,0.010958904
A2/A12 - Marateca,1,0.019178082
EN 335 - Ançã,1,0.01369863
Coina - Penalva,13,0.019178082
Monte Real - Monte Redondo,10,0.024657534
Carvalhos - Jaca,9,0.046575342
Castro Verde - Almodôvar,10,0.060273973
Laranjeiras - Coina com EN10 ,12,0.019178082
Évora Poente - Évora Nascente,8,0.019178082
Funchalinho - Entroc. Capuchos,9,0.019178082
Campo - A4/A41,8,0.021917808
EN224 - EN227,9,0.021917808
Carvalhos - Jaca,12,0.046575342
Santo Estevão - A13/A10,15,0.04109589
Nogueira - A41/A1,12,0.021917808
Guia - Louriçal,21,0.021917808
Amarante Poente - Amarante Nascente,16,0.010958904
A41/A42 - Gandra,23,0.016438356
Amarante Poente - Amarante Nascente,17,0.008219178
A9/A16 - Radial da Pontinha,22,0.021917808
Miraflores (A5/IC17) - Linda-a-Velha,23,0.021917808
PLLN - A1/A10,20,0.021917808
Louriçal - Marinha Ondas,7,0.01369863
Santo Tirso - Famalicão,0,0.016438356
Coimbra Sul - Coimbra Norte (A1/A14),7,0.021917808
Medas - A32/A41,6,0.010958904
EN 227 - Feira/Mansores,7,0.010958904
Argoncilhe - Nogueira,5,0.010958904
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),10,0.019178082
A32/A41 - Olival,8,0.021917808
ZIC - Aguiar de Sousa,13,0.021917808
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),9,0.019178082
Gião/Louredo - Canedo,15,0.021917808
Casas Velhas (Universidade) - Funchalinho,13,0.016438356
Santo Estevão - A13/A10,11,0.01369863
Ançã - Coimbra Norte (A14/A1),11,0.024657534
Jaca - Santo Ovídio,10,0.04109589
Bucelas (Zambujal) - A9/A10,23,0.021917808
Oeiras - Carcavelos,6,0.021917808
Belverde - Laranjeiras,21,0.016438356
A1/A10 - Carregado,20,0.021917808
Hospital - Casas Velhas (Universidade),16,0.016438356
Cruz - Braga Sul,23,0.032876712
A32/A41 - Sandim,7,0.010958904
Marinha Ondas - A17/14 Figueira da Foz,6,0.01369863
Montemor-o-Novo Nascente - Évora Poente,1,0.005479452
Palhais - Queimada,1,0.010958904
EN 303 - Valença,6,0.016438356
Leiria Norte - Monte Real,13,0.024657534
A8/A9 - Bucelas (Zambujal),11,0.032876712
EN 227 - Feira/Mansores,15,0.019178082
Braga Sul - Braga Oeste,13,0.021917808
Évora Nascente - Estremoz,13,0.019178082
A41/A43 - Medas,8,0.019178082
A41/A43 - Medas,12,0.019178082
A9/A10 - Alverca,9,0.032876712
Paredes - Guilhufe,10,0.021917808
Gandra - A4/A41,13,0.019178082
Penalva - Stº Antonio da Charneca,13,0.016438356
Montijo - A33/A12,12,0.016438356
Coina - Penalva,14,0.016438356
Leiria Norte - Monte Real,15,0.024657534
Radial de Odivelas - A8/A9,10,0.032876712
Guia - Louriçal,10,0.024657534
Guia - Louriçal,18,0.021917808
Montijo (A12/A33) - Pinhal Novo,23,0.032876712
A2/A6/A13 - Vendas Novas,16,0.038356164
A9/A16 - Radial da Pontinha,21,0.021917808
Laranjeiras - Coina com EN10 ,1,0.010958904
Sta Iria da Azóia - Alverca (A1/A9),2,0.019178082
Bucelas (Zambujal) - A9/A10,1,0.016438356
A10/A1 - Benavente,0,0.019178082
Jaca - Santo Ovídio,7,0.021917808
Radial da Pontinha - Radial de Odivelas,5,0.016438356
A17/14 Figueira da Foz - Quiaios,4,0.010958904
Évora Poente - Évora Nascente,7,0.005479452
A9/A10 - Alverca,7,0.016438356
Sacavém - São João da Talha,6,0.019178082
Évora Poente - Évora Nascente,15,0.019178082
A2/A6/A13 - Vendas Novas,8,0.032876712
Radial de Odivelas - A8/A9,12,0.030136986
Olival - A32/A1,15,0.019178082
A41/A1 - Guetim,11,0.019178082
Arruda dos Vinhos - A10/A1,9,0.019178082
Monte Real - Monte Redondo,11,0.021917808
Monte Real - Monte Redondo,13,0.021917808
Benavente - A10/A13,13,0.019178082
Gondomar - Gens,11,0.019178082
Castro Verde - Almodôvar,13,0.054794521
Canedo - A32/A41,9,0.019178082
Rotunda - Lazarim,14,0.016438356
Castro Verde - Almodôvar,9,0.052054795
Marinha Ondas - A17/14 Figueira da Foz,13,0.021917808
Campo - A4/A41,12,0.021917808
Rotunda - Lazarim,17,0.016438356
Guia - Louriçal,17,0.021917808
A4/A41 - Baltar,21,0.068493151
Rotunda - Lazarim,16,0.016438356
Porto(VCI) - N12,17,0.032876712
Ermesinde - Valongo,2,0.019178082
ZIC - Aguiar de Sousa,4,0.010958904
A41/A1 - Guetim,5,0.010958904
Borba - Elvas Poente,5,0.005479452
Gondomar - Gens,6,0.010958904
Benavente - A10/A13,1,0.019178082
Gandra - A4/A41,0,0.010958904
A41/A1 - Guetim,7,0.010958904
EN 303 - Valença,13,0.019178082
Argoncilhe - Nogueira,12,0.019178082
Coimbra Norte (A14/A1) - Zombaria,9,0.021917808
Jaca - Santo Ovídio,13,0.035616438
Coimbra Norte (A14/A1) - Zombaria,14,0.021917808
A8/A17 - Leiria Norte,9,0.021917808
EN14 - EN 309,15,0.019178082
Palmela - A2/A12,11,0.030136986
Palhais - Queimada,13,0.016438356
Mira Nó - Mira PV(limite concessão),11,0.021917808
Santa Eulália - Montemor-o-Velho,14,0.021917808
Casas Velhas (Universidade) - Funchalinho,18,0.016438356
Braga Sul - Braga Oeste,16,0.030136986
Pegões - Santo Estevão,19,0.030136986
A10/A1 - Benavente,20,0.021917808
Queimada - Belverde,19,0.016438356
A32/A41 - Sandim,18,0.016438356
PLLN - A1/A10,19,0.019178082
Braga Sul - Braga Oeste,19,0.02739726
Fogueteiro - Coina,22,0.02739726
Radial de Odivelas - A8/A9,20,0.021917808
Pegões - Santo Estevão,17,0.030136986
Montemor-o-Velho - EN 335,20,0.021917808
Montemor-o-Novo Nascente - Évora Poente,0,0.019178082
Olival - A32/A1,3,0.010958904
Radial da Pontinha - Radial de Odivelas,0,0.02739726
Évora Poente - Évora Nascente,0,0.019178082
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),3,0.010958904
Castro Verde - Almodôvar,0,0.02739726
Alverca (A1/A9) - Vila Franca de Xira II,5,0.016438356
São João da Talha - Sta Iria da Azóia,2,0.016438356
Palmela - A2/A12,2,0.019178082
Moita - Sarilhos,4,0.010958904
Sandim - Argoncilhe,3,0.010958904
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),0,0.010958904
Carcavelos - Estoril,22,0.021917808
Estádio Nacional - Oeiras,3,0.019178082
Famalicão - Cruz,4,0.016438356
A2/A6/A13 - Pegões,7,0.019178082
Elvas Nascente - Caia,9,0.019178082
EN 335 - Ançã,14,0.021917808
Belverde - Laranjeiras,8,0.016438356
Aljustrel - Castro Verde,9,0.049315068
Belverde - Laranjeiras,11,0.016438356
Monte Redondo - Guia,21,0.019178082
A8/A17 - Leiria Norte,19,0.019178082
Porto(VCI) - N12,20,0.02739726
Mira Nó - Mira PV(limite concessão),19,0.019178082
Montijo (A12/A33) - Pinhal Novo,22,0.02739726
Figueira da Foz - Vila Verde,20,0.019178082
Alvide - Cascais,17,0.019178082
EN 303 - Valença,7,0.016438356
Vila Franca de Xira I - PLLN,3,0.016438356
Olival - A32/A1,7,0.010958904
Espinho (IC24) - Feiteira,6,0.021917808
Canedo - A32/A41,2,0.010958904
Marinha Ondas - A17/14 Figueira da Foz,4,0.010958904
Gião/Louredo - Canedo,4,0.008219178
Coina - Penalva,8,0.016438356
Laranjeiras - Coina com EN10 ,11,0.016438356
Belverde - Laranjeiras,10,0.016438356
Lazarim - Botequim,11,0.016438356
Pegões - Santo Estevão,15,0.035616438
Montemor-o-Velho - EN 335,10,0.021917808
Rotunda Corvina - Rotunda Pera,17,0.01369863
Coimbra Norte (A14/A1) - Zombaria,16,0.019178082
Santo Tirso - Famalicão,22,0.02739726
EN 303 - Valença,20,0.024657534
Amarante Nascente - Geraldes,19,0.005479452
Pinhal Novo - A12/A2,22,0.02739726
Castro Verde - Almodôvar,21,0.02739726
Amarante Nascente - Geraldes,21,0.002739726
Louriçal - Marinha Ondas,18,0.019178082
A1/A10 - Carregado,19,0.019178082
A9/A10 - Alverca,16,0.019178082
N12 - Águas Santas (A3/A4),6,0.01369863
Baltar - Paredes,3,0.016438356
Penafiel - Castelões (A4/IP9),5,0.016438356
Penafiel - Castelões (A4/IP9),1,0.016438356
Figueira da Foz - Vila Verde,1,0.010958904
Cruz - Braga Sul,5,0.01369863
Feira/Mansores - Gião/Louredo,5,0.008219178
Montemor-o-Velho - EN 335,1,0.010958904
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),9,0.016438356
Guia - Louriçal,8,0.021917808
A9/A10 - Alverca,14,0.030136986
Louriçal - Marinha Ondas,11,0.021917808
Canedo - A32/A41,15,0.019178082
Elvas Poente - EN 246,10,0.016438356
Monte Real - Monte Redondo,8,0.021917808
EN14 - EN 309,9,0.019178082
EN 335 - Ançã,17,0.019178082
Olival - A32/A1,16,0.016438356
Louriçal - Marinha Ondas,20,0.019178082
Elvas Central - Elvas Nascente,19,0.021917808
A32/A41 - Olival,1,0.008219178
Vila Franca de Xira II - Vila Franca de Xira I,0,0.016438356
A2/A6/A13 - Vendas Novas,5,0.002739726
Coimbra Norte (A1/A14) - Mealhada,6,0.019178082
Bucelas (Zambujal) - A9/A10,6,0.005479452
Salvaterra de Magos - EN118,9,0.046575342
Campo - A4/A41,14,0.019178082
Montijo (A12/A33) - Pinhal Novo,12,0.030136986
A12/A2 - Setúbal,14,0.02739726
Montemor-o-Novo Nascente - Évora Poente,15,0.032876712
A4/A41 - ZIC,10,0.016438356
Estádio Nacional - Oeiras,5,0.019178082
Montemor-o-Velho - EN 335,16,0.019178082
Santo Estevão - A13/A10,21,0.02739726
A2/A6/A13 - Pegões,21,0.024657534
Rotunda - Lazarim,18,0.01369863
Almada (IC20/A2) - Hospital,1,0.010958904
EN 201 - Ponte de Lima Sul,2,0.01369863
EN 335 - Ançã,0,0.010958904
Aveiro Sul - Albergaria (A1/IP5),3,0.019178082
Oeiras - Carcavelos,5,0.019178082
A4/A41 - ZIC,0,0.008219178
A14/A17 - Santa Eulália,10,0.021917808
A17/14 Figueira da Foz - Quiaios,10,0.019178082
Salvaterra de Magos - EN118,13,0.04109589
A8/A9 - Bucelas (Zambujal),13,0.030136986
Vendas Novas - Montemor-o-Novo Poente,21,0.038356164
Coina com EN10 - Penalva,21,0.01369863
Elvas Nascente - Caia,20,0.021917808
Pegões - Santo Estevão,23,0.024657534
Olival - A32/A1,17,0.016438356
A10/A1 - Benavente,21,0.019178082
Celeirós - EN14,16,0.024657534
Cruz - Braga Sul,22,0.024657534
Montemor-o-Novo Nascente - Évora Poente,19,0.035616438
Palmela - A2/A12,21,0.024657534
Canedo - A32/A41,16,0.016438356
Coina com EN10 - Penalva,20,0.01369863
Benavente - A10/A13,21,0.016438356
Mira Nó - Mira PV(limite concessão),5,0.010958904
São João da Talha - Sta Iria da Azóia,6,0.016438356
A2/A6/A13 - Vendas Novas,4,0.005479452
Penalva - Stº Antonio da Charneca,0,0.010958904
Marinha Ondas - A17/14 Figueira da Foz,0,0.010958904
Ponte de Lima Norte - EN 303,2,0.01369863
Grândola Sul - Aljustrel,5,0.02739726
Penafiel - Castelões (A4/IP9),6,0.01369863
Sandim - Argoncilhe,0,0.008219178
Ançã - Coimbra Norte (A14/A1),7,0.010958904
Moita - Sarilhos,1,0.010958904
EN 201 - Ponte de Lima Sul,0,0.01369863
Figueira da Foz - Vila Verde,11,0.019178082
EN14 - EN 309,8,0.019178082
Celeirós - EN14,13,0.016438356
EN 335 - Ançã,13,0.019178082
Amarante Nascente - Geraldes,8,0.019178082
A1/A10 - Carregado,13,0.019178082
Queluz - A9/A16,13,0.030136986
Jaca - Santo Ovídio,12,0.02739726
EN 227 - Feira/Mansores,8,0.016438356
Louriçal - Marinha Ondas,14,0.019178082
Guetim - Espinho,15,0.016438356
Moita - Sarilhos,22,0.01369863
Louriçal - Marinha Ondas,21,0.019178082
A13/A10 - Salvaterra de Magos,16,0.021917808
Baltar - Paredes,20,0.038356164
Tocha - Mira Nó,20,0.019178082
Marateca - A2/A6/A13,19,0.035616438
Montemor-o-Velho - EN 335,19,0.019178082
Grândola Norte - Grândola Sul,23,0.035616438
Ermesinde - Valongo,5,0.01369863
Aveiro Sul - Albergaria (A1/IP5),2,0.016438356
Carvalhos - Jaca,1,0.019178082
Carvalhos - Jaca,0,0.019178082
PLLN - A1/A10,7,0.01369863
A9/A16 - Radial da Pontinha,14,0.030136986
Grândola Norte - Grândola Sul,14,0.052054795
Marateca - A2/A6/A13,11,0.030136986
Pinhal Novo - A12/A2,11,0.02739726
Monte Real - Monte Redondo,14,0.019178082
Lazarim - Botequim,12,0.01369863
Campo - A4/A41,10,0.019178082
Gondomar - Gens,18,0.016438356
Queluz - A9/A16,20,0.019178082
Grândola Norte - Grândola Sul,22,0.035616438
Cruzamento do Hospital (semáforos) - Rotunda do Lavradio (semáforos),16,0.01369863
Borba - Elvas Poente,22,0.021917808
Montijo (A12/A33) - Pinhal Novo,20,0.021917808
EN 303 - Valença,22,0.024657534
Castro Verde - Almodôvar,23,0.04109589
Viaduto Duarte Pacheco - Cruz das Oliveiras,4,0.019178082
Valongo - Campo,2,0.01369863
Aljustrel - Castro Verde,7,0.02739726
Olival - A32/A1,0,0.008219178
Leiria Norte - Monte Real,8,0.019178082
Amarante Nascente - Geraldes,15,0.016438356
Argoncilhe - Nogueira,13,0.016438356
Figueira da Foz - Vila Verde,15,0.019178082
Porto(VCI) - N12,22,0.024657534
São João da Talha - Sta Iria da Azóia,1,0.01369863
Queimada - Belverde,7,0.010958904
A4/A41 - Baltar,6,0.01369863
Carcavelos - Estoril,2,0.019178082
Radial da Pontinha - Radial de Odivelas,3,0.008219178
Almodôvar - S.B. Messines,5,0.024657534
Viaduto Duarte Pacheco - Cruz das Oliveiras,1,0.019178082
Vendas Novas - Montemor-o-Novo Poente,6,0.019178082
Carcavelos - Estoril,6,0.019178082
Gondomar - Gens,14,0.016438356
A41/A42 - Gandra,13,0.016438356
A8/A9 - Bucelas (Zambujal),12,0.030136986
A13/A10 - Salvaterra de Magos,12,0.024657534
A1/A10 - Carregado,11,0.016438356
Celeirós - EN14,11,0.016438356
Cruzamento do Hospital (semáforos) - Rotunda do Lavradio (semáforos),8,0.01369863
Estremoz - Borba,11,0.016438356
Benavente - A10/A13,10,0.016438356
A41/A1 - Guetim,17,0.016438356
Funchalinho - Entroc. Capuchos,21,0.01369863
Belverde - Laranjeiras,16,0.01369863
A17/14 Figueira da Foz - Quiaios,23,0.019178082
Santo Estevão - A13/A10,19,0.019178082
Évora Poente - Évora Nascente,22,0.021917808
A10/A9 - Arruda dos Vinhos,20,0.016438356
Linda-a-Velha - Estádio Nacional,5,0.016438356
A2/A12 - Marateca,2,0.016438356
Rotunda - Lazarim,0,0.008219178
Sacavém - São João da Talha,1,0.01369863
Sarilhos - Montijo,2,0.008219178
Feira/Mansores - Gião/Louredo,3,0.008219178
Braga Oeste - EN 201,2,0.01369863
Espinho (IC24) - Feiteira,2,0.016438356
A9/A10 - Alverca,6,0.010958904
Sandim - Argoncilhe,10,0.016438356
Coimbra Sul - Coimbra Norte (A1/A14),8,0.046575342
Guilhufe - Penafiel,14,0.016438356
Gens - A41/A43,8,0.016438356
Guia - Louriçal,13,0.016438356
Coimbra Norte (A14/A1) - Zombaria,18,0.016438356
Estádio Nacional - Queluz,21,0.019178082
A8/A9 - Bucelas (Zambujal),20,0.019178082
A1/A10 - Carregado,21,0.01369863
Jaca - Santo Ovídio,17,0.030136986
Bucelas (Zambujal) - A9/A10,16,0.016438356
Queluz - A9/A16,0,0.016438356
Évora Poente - Évora Nascente,1,0.021917808
EN 201 - Ponte de Lima Sul,1,0.01369863
Ponte de Lima Norte - EN 303,3,0.01369863
A14/A17 - Santa Eulália,1,0.010958904
A17/14 Figueira da Foz - Quiaios,0,0.010958904
Oeiras - Carcavelos,4,0.016438356
A32/A41 - Sandim,9,0.016438356
Rotunda - Lazarim,10,0.01369863
Moita - Sarilhos,10,0.01369863
Elvas Poente - EN 246,9,0.016438356
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),13,0.01369863
Montijo - A33/A12,13,0.01369863
Casas Velhas (Universidade) - Funchalinho,9,0.01369863
Queluz - A9/A16,15,0.02739726
Belverde - Laranjeiras,14,0.01369863
Montijo - A33/A12,9,0.01369863
Nogueira - A41/A1,16,0.016438356
Palhais - Queimada,16,0.01369863
Palhais - Queimada,0,0.008219178
Águas Santas (A4/A3) - Ermesinde,4,0.01369863
Monsanto - Miraflores (A5/IC17),22,0.016438356
Funchalinho - Entroc. Capuchos,10,0.01369863
Gião/Louredo - Canedo,12,0.016438356
Marateca - A2/A6/A13,12,0.02739726
Funchalinho - Entroc. Capuchos,14,0.01369863
Lazarim - Botequim,21,0.01369863
Almada (IC20/A2) - Hospital,23,0.01369863
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),17,0.01369863
A17/14 Figueira da Foz - Quiaios,16,0.016438356
Elvas Nascente - Caia,22,0.021917808
Estádio Nacional - Queluz,20,0.016438356
